merchant_name,status,nooftransactions
S.O.S FUNILARIA E PINT,completed,4
GOURMET WHOLESALE LARNACA,completed,2
SUPERMERCADO KERN,completed,2
iZ *Pamban,completed,1
HOME BARGAINS WESTER H,completed,1
TESCO STORES 5650,completed,1
REWE Markt GmbH-Zw,canceled,2
Pizzaria123,completed,2
MERCPAGO    *SITIODON,completed,2
SPAR,completed,1
VDRS LTDA ME,completed,6
ARMAZEM DA CERVEJA,completed,2
PAYPAL *4029357733,rejected,3
TWITCH,completed,1
LinxPay*DROGARIA ALIAN,completed,2
TESCO PFS 2177,completed,1
Bigshirts,completed,2
PAYPAL *MICROGLOBE,completed,2
TAXI FERNANDO PECINO,completed,1
J.B DE SOUSA COMERCIO,completed,2
IPC,completed,1
PostoMariluLtda,completed,4
A CATERING 180,completed,2
ZARA INTERNET PORTUGAL,rejected,3
HM.COM,completed,4
PERRUQUERIA GINESTET,completed,3
MINI MERCADO FERREIRA,completed,2
ELAINE GRACIELY PADILH,completed,4
SUMUP*giza corpo e,completed,2
Telegaseagua,completed,4
PICPAY *SA6 PAULOGOME,rejected,2
RonildoAlmeida,rejected,2
FITEIRO DE SEU RAMOS,completed,2
IMPERIO CELL COMERCIO,completed,2
Nintendo of Europe GmbH,completed,1
POSTO ACESSO OESTE GNV,completed,6
MADEIRA*MadeiraMadeir,completed,2
HONG KONG RTE,completed,1
MADE OF DOUGH,completed,1
BARTOLOME SAMPOL,completed,1
ESPETO BURGUER,completed,2
PET CITY,completed,1
RECARGATIM  *279998216,completed,2
LEMONGRASS RIBERA 7,completed,1
CARREFOUR 2 RJB BARR,rejected,1
VAREJAO,completed,2
PAYPAL *GIVINGFNDUK,completed,2
PICPAY *NV4 PGTOCONTA,completed,4
POTENCIA DA CARNE,completed,2
POSTO BUCAREIN SHELL,completed,2
99* POP 29Abr 09h48min,rejected,1
CAMILA DA SILVA CARVAL,completed,2
SEU COXINHA NO COPO,completed,2
DELICIAS DO RANCHO,completed,2
PARKING SANTA BARBARA,completed,1
E.S. BUENAS NOCHES,completed,1
MUSTI JA MIRRI,completed,1
HANS GEORG DIHLMANN,completed,2
BISTROT,completed,2
FazSbsFastFood,completed,2
DOCERIA FANTASIAS,completed,2
MariannaAlvesGonc,completed,2
PAYPAL *LIFE INFORM,completed,1
PAYPAL *FOTOPUZZLE,completed,1
TopFoods,completed,12
SRI STORE,completed,3
BORSATO E AZULINI LTDA,completed,2
CLINIVET,completed,6
TRUFAS,completed,4
SUPER SOL,completed,6
DING   *63008212,completed,1
BAR CAFETERIA TASTIC,completed,1
THE ATLAS,completed,3
LE CHOUCAS REST,canceled,2
RUA CAPITAO PACHECO E,completed,4
R JOSE JAILSON NUNES,completed,2
K A GOAL KEEPING,completed,1
BARAO CARNES,rejected,1
MC DONALDS  FRE,completed,2
MULT PAO PADARIA E CON,completed,4
ElvisRomaoDeFaria,completed,2
DEPOSITO DE BEBIDAS,completed,2
AutoPostoViaExpre,completed,2
DL          *887053222,rejected,1
ANCHOR SERVICE STATION,completed,1
KIOSKOP BIANCA,completed,2
99* TAXI 05Mar 18h51mi,completed,2
EST ADHEMAR BEBIANO,completed,2
CERVECERIA MORITZ,completed,1
RodrigoCamposDo,completed,2
BOTIGA CA'N FRANCO,completed,1
MundoAnimalCriciu,completed,2
SUPERVALU,completed,1
TOT MODA,completed,1
BAR EL VISO,completed,1
AUTO POSTO CENTRAL,completed,2
EL MIRADOR DEL ROQUEO,completed,1
DBELLOTA GIBRALTAR,rejected,1
PAYPAL *KIWOKO,completed,1
ENDESA E CICLO 0008,completed,1
POSTO DE SERVICOS PORT,completed,2
99* POP 16Jul 13h12min,completed,2
RADIOLOGIA PANORAMICA,completed,2
SUBWAY ISO OMENA METRO,completed,1
LE CHOUCAS REST,completed,3
AUTO POSTO JORDAN,completed,20
FBQ PAES ARTESANAIS,completed,18
MERCADINHO MOURA,completed,4
SUPERMERCADO ASP,completed,20
AUTO POSTO LAGOA CAFE,completed,2
HIPERIDEAL,rejected,2
AUTO POSTO ESTACAO LTD,completed,2
GAS POSITIVO - AUTO PO,completed,6
SACCARIA,completed,4
LA REDOUTE,completed,2
HORTUS COMERCIO DE ALI,completed,4
99* POP 15Jul 15h52min,completed,2
Uphold,completed,8
HUNGRY MONKEY LTD,completed,2
PANIFICADORA E CONFEIT,completed,12
99* TAXI 14Mai 10h02mi,completed,2
ESTAPAR AERO GALEAO,completed,2
SERVI ZOO,completed,1
AV. GETULIO VARGAS,completed,2
Eduzz eduzz,completed,2
MERCPAGO*DEJU9627703,rejected,1
ORYZA RESTAURANTE,completed,2
LE MUSE,rejected,1
MERCADONA PLAZA MAYOR,completed,3
GODINES GRILL,completed,4
WWW.ALDI.CO.UK,rejected,1
SAMS RADIAL 4918,completed,2
CACAU COMERCIO DE DOCE,completed,2
TAO SUSHI LOUNGE,completed,2
MARYS BOLSAS E ACESSOR,completed,2
HOSPITAL QUIRON TORREVIEJ,completed,1
HELLENIC BANK,completed,3
BP FELIXSTOWE DOCKS S/A,completed,1
ALCAMPO PALMA,completed,1
ZARA-CIDADE JARDIM,completed,2
N672031,completed,1
PREMIER INN45521675,canceled,4
Paletsbar,completed,2
EC*TENIS,canceled,2
LOJAS FIORE,completed,8
SAM S CLUB STO AMARO,completed,2
TOPS LANCHONETE 8,completed,2
99* POP 27Mai 10h28min,rejected,1
CENTRAL CHAVEIRO,completed,2
DISQUE CERVEJA RESSACA,rejected,2
POSTO G D,completed,2
POSTO CHAMINE,canceled,2
DING   *62124096,rejected,1
NowTV ROI 6452C,rejected,1
AUTO POSTO MR,completed,4
AUTO PARK,completed,2
MERCPAGO    *SMILEKID,completed,2
AVENIDA GOVERNADOR JOR,canceled,12
MERCPAGO    *DISTRIBU,rejected,1
RUA JUSCELINO KUBITSCH,completed,4
UOLDOMINIOS,completed,2
LOUCAS MAQUIAGEM DC,completed,4
COINBASE XPC6,completed,1
GINTERIA,completed,2
VICTOR AUTO PECAS,completed,2
MIMOLETTE GARCIA BAR E,completed,2
REGINA LOUREIRO,completed,2
SUPERMERCADO DA NONNA,completed,2
TESCO STORES 5517,completed,1
REWE Markt Carmen,completed,1
ThiagoOsmar,completed,4
LAVAJATODOEDY,completed,2
TIM         *319911759,completed,2
RAPPI*SAFE BRASIL INTE,completed,2
BLUE SUPORTE ADMINISTR,completed,6
VENETIS AE,completed,1
PostoImperio,rejected,1
RAME,completed,1
99* POP 17Set 06h04min,rejected,1
SUPERMERCADO FESTVAL,completed,10
RENATAANDRADE,completed,2
MERCPAGO    *ZEILSOND,rejected,1
CARRAO,completed,4
AVENIDA KENNEDY,completed,28
CAJA DE AH.Y PE,rejected,2
BAR LA LEYENDA,completed,1
AMAZON.CO.UK AMAZON.CO,completed,7
DROGARIAS GLOBO,completed,2
EPC*FORTNITE,completed,6
ACUS COMPLEMENTOS,completed,1
LONDON  LEYTONS,rejected,1
CASA DE CARNE BOI BOM,completed,2
LAPA HORTIFRUT,completed,16
MEGAIMAGE 0648 FSS COBALC,rejected,2
BR 116 SUL REDE JUNINH,completed,2
MERCADO VEM VIVER,completed,2
BUBBLE ICE,completed,2
KIWOKO TORREVIEJA,completed,1
AnaMariaPinheiro,completed,2
ARMAZEM DO CRIADOR,completed,2
NANA NANA RAMEN BAR,completed,1
AHI POKE,completed,1
MAX MERCADO,completed,2
SKREKIS AE,completed,1
DELAS,completed,2
Revolut**7610*,canceled,1
REST IPIRANGAO,completed,2
ESAL EMPRESA DE SUPERM,completed,2
B. R. FONTINELE,completed,2
AtelieNanyBarbosa,completed,2
NATUREKO,completed,2
DL          *168985484,rejected,1
PO UPPER MULGR,completed,1
WWW.COSTCO.CO.UK,completed,1
FARMACIA POU PORTUS,completed,1
SERGIO CARINELLI,completed,1
M. M. SIQUEIRA FILHO E,completed,2
POSTO KATAYAMA,canceled,4
SUPERMERCADO MESCHKE,completed,78
COMERCIAL LEVE MAIS,completed,2
SUMUP  *SAMILEVENDAS,completed,2
PICPAY *DB3 RECARGACE,rejected,1
JAUME DE PUNTIRO S.L.,completed,1
PP*3628CODE,completed,2
H A C E SILVA MATERIAI,completed,2
EST. SHOPPING IGUATEMI,completed,4
PAES E DOCES BRASILIA,completed,2
VETERINARIA CENTENARIO,completed,2
TAKAREKBANK ZRT,completed,1
POSTO MARU I,completed,2
99* POP 26Mai 21h04min,completed,2
ACAPELLA MUSIC STORE,completed,1
GRANDE PARADA NORTE,completed,4
RAIA2980,completed,2
WH SMITH DFA BRASIL,completed,1
QUITANDA SAO JOAO,completed,2
JAVALI,completed,2
SUPER X,completed,2
PAYPAL *LIFESTYLESP,completed,1
GURUME RDB,completed,8
EL TIANGUIS,completed,2
WAL MART INDIANOPOLIS,completed,4
VIVEROS CANTADOR,completed,1
POSTO RETAO,rejected,1
PAYPAL *BANGGOOD,completed,4
PAO DE ACUCAR LJ 1299,completed,2
COBASI BARRA CARREFOUR,completed,6
LAGARDERE TRAVEL RETAIL S,rejected,1
PP*4733CODE,completed,2
DROGASI,completed,4
PISTTACHE,completed,2
TESCO STORES 6998,completed,1
SOCKS   TIGHTS,completed,1
SQUARE ROOT_CAFE,rejected,2
TROCAFON    *TROCAFONE,rejected,1
POSTO CATAVENTO,completed,2
ADEGA LOJA 3,completed,2
GIGA ATACADO,completed,2
SAO DIMAS,completed,2
PAO DE ACUCAR 2465 -,completed,2
ELETRICA SUCURI,completed,2
RESTAURANTE CHAPADA PA,completed,4
EL CUARTEL DEL MAR SL.,completed,1
RESTAURANTE EL TORIL,completed,1
PIZZARIA DA PRAIA,completed,2
GOOGLE *Google Play Ap,completed,2
DAFITI COM B*448613842,completed,2
TERRANOVA BRNO,completed,1
MERCPAGO*PGTODECONTAS,rejected,2
RUA 1520,completed,2
NOVECINCOSEISUMNOVECIN,completed,8
REFORM KIROPRAK,canceled,23
ANDERSON ALBERTO DE AG,completed,2
CONF BELLA BARRA,rejected,1
BICHO BACANA PET SHOP,completed,2
MAKRO POSTO 02,completed,4
SPRINTER ALTABIX,completed,1
ENDESA E CICLO 0008,rejected,1
PBKIDS BRINQUEDOS,completed,2
LONDON TAXI JOURNE,completed,1
PADARIA E CONFEITARIA,rejected,1
SALE PEPE RESTAURANTE,rejected,1
BITTI E BONIN LTDA,completed,2
SALAO IMPERIAL,rejected,1
SUMUP  *IKARUSSENNA,completed,2
FARMACIA INDIANA,completed,2
RonildoAlmeida,completed,2
MR CHENEY COOKIES,completed,2
SWIFT VILA ROMANA,completed,2
ESTACIONAQUI,rejected,1
99* POP 14Set 08h23min,rejected,1
BANCO SANTANDER,rejected,1
THE ROMFORD BREWERY TR,completed,1
STERGIOU_KIFISIA,completed,1
Kaufland CZ 6100,completed,4
DECATHLON ELCHE,completed,2
SK CLUBE DE TIRO,completed,2
CELULAR,completed,4
HERBOLARIO AGUA DE MAY,completed,1
PETA KREATAGORA,completed,2
RSI INTERNATIONAL,completed,3
Glovo GLOVO B215Z198,completed,1
WWW.NAKAS.GR,completed,2
PAYPAL *PADDLE.COM,completed,1
IUGU        *DogHero,rejected,1
IZ *ALI   KHAN FRUIT,completed,1
MONETIZZE,completed,3
ESSO MRH COBHAM,completed,2
PICPAY *DB3 RECARGACE,completed,4
Google Playrix Games,completed,4
LOJAS AMERICANAS  556,completed,2
PAYPAL *NASTYGALCOM,rejected,2
MARINA NIKI,completed,1
MercPago    *TELESENA,completed,2
HERITAGE MALTA,rejected,1
LA CAIXA    110,completed,1
PADDLE.NET* BJANGO,completed,1
NORTE NORDESTE,completed,2
DRISTOR KEBAP APACA,completed,1
GOLDENE RAKETE - ACM FOOD,completed,1
444444,completed,1
EXTRA JUNDIAI CENTRO 1,completed,2
DISTRIBUIDORA CAMPO BE,completed,4
WWW.HETZNER.DE,rejected,1
PONTA DA AREIA,completed,2
BIG CONTAGEM,rejected,1
SUPER NOSSO NOVA LIMA,completed,2
INTERSPORT,completed,1
A   G KLEIMA IMPORT EXPO,completed,1
JERRY LI LANCHES,completed,4
BROOK HOUSE,completed,2
LIDL GB  LONDON,rejected,5
LEVE MAIS ANDRADINA,completed,2
FortBairroDaPaz,completed,16
FARMACIAS BIOVIDA,completed,12
MERCADO CENTRAL S MATE,completed,2
THE CONVENIENCE SHOP,completed,1
OliviaDailiMoraes,completed,4
VIKUS VIC,completed,5
SIX PARK,rejected,1
STRADIVARIUS FANABE,completed,1
0535-SUP.OPENCOR PUERTO M,completed,1
99* POP 04Set 01h59min,rejected,1
DE SUPERMARKT B.V.,rejected,7
NTC 472 FARMACIA DE MA,completed,2
CrepesLevelmo,completed,2
MERCADINHO BOM PRECO,completed,2
99* TAXI 30Mar 19h40mi,completed,2
BENTA DE ARAUJO OLIVEI,completed,4
PICPAY *CACAUSHOWBOUL,completed,4
NISSEI FARMACIA,completed,2
21032435,completed,1
CHINA IN BOX  JUNDIAI,completed,2
TUDOR CHIPPY,completed,1
MAWANA,completed,1
MARKET AROMIEL,completed,1
CASA PILAO,completed,2
RESTAURANTE NENI,completed,2
SUPERMERCADO MESCHKE,rejected,1
D0454002,completed,1
DROGARIA NOVA DEMOCRAT,completed,2
ROLDAO VILA MATHIAS,completed,2
MARIAL,completed,1
MARKS AND SPENCER CITY,rejected,1
POSTO TACOMA,completed,2
MarcioRicardo,completed,2
WWW.JUST-EAT.ES,rejected,1
SUNBORN RECEPTION,completed,1
LOCAL HERO FULHAM,rejected,9
CARULLA PEREIRA PINARE,completed,3
SUMUP*DECOMAC DECOR,completed,2
STAMP ROCK WEAR,completed,2
EDNA DA SILVA CORREA C,completed,4
PANIFICADORA DINIZ,completed,4
AkiTem,completed,2
RESTAURANTE EL CAMPERO,completed,1
EL.GI.MA. PERIPTERO,completed,5
DOYOUSPAIN COM,pending,1
MERCADINHO LIFE,rejected,1
LA CROISSANTERIA,completed,2
BACKEREI HOTZ RUST AG,completed,1
TRAN*MikhailTimonin,rejected,1
A COLATINO DE MELO,completed,4
LIVRARIA DIENSTMANN,completed,2
POSTO JOAO CORREA,completed,2
EC*ELOJOB,completed,2
PADUA,completed,4
DROGARIAS POUPAQUI,completed,2
CAFES COPAS HELADERIA,completed,1
GLOBAL OPERADORA HOTEL,completed,2
THE PLOUGH INN,rejected,1
TRAVESSA CASALBUONO,completed,2
ISO RADIOLOGIA DIAGNOS,completed,2
Prime Now DE,completed,1
4GRILL CARNES NOBRES,completed,2
JPAVANI,completed,2
COISAS DO CHIC,completed,2
LAC VERNER WILLRICH,completed,2
MONTE BU,completed,1
DROGA LESTE XVIII,completed,2
RafaelArcanjoDe,completed,2
vod-info.cc,rejected,1
CHIANTI CHOCOMMELIER,completed,2
BAR ESPANA,completed,1
iZ *Jasama Limited,completed,3
Jrlimpeza,completed,2
RAIA 241,completed,4
MERCPAGO    *MARAVILH,completed,2
UberBR UBER TRIP HELP.,completed,224
FAZENDA GRANDE II E ES,completed,22
CONVENIENCIA 252,completed,2
C E F PRAZERES,completed,4
ODONTOSHOP,completed,2
MEGA VALE COSMETICOS,completed,2
AV. ANTONIO CARLOS MAG,completed,2
VFI*Nur Balibey Oy,completed,6
BAHNHOFKIOSK,completed,2
LAGARDERE TRAVEL RETAIL S,completed,1
"RUA CARLOS VICARA, 155",canceled,2
GATE RETAIL WIZZ,completed,2
CARS TAXI SERVICES CO,completed,4
TE30096,rejected,1
BIG X,completed,2
PAYPAL *RESUME IO,completed,1
MERCPAGO    *TOPBAZAR,completed,2
PREMIERE ANIMAL CENTER,rejected,1
Google YouTube Member,completed,4
GRANDE PARADA MENEGATT,completed,2
SUSHI N ROLL,completed,2
TROPICALISSIMA,rejected,1
CASA AVENIDA,completed,18
KALUNGA JABAQUARA,completed,2
PedroCarlosCelest,rejected,1
BAYLEY   SAGE,completed,3
MED FARMA,completed,2
U TRI CISARU,completed,1
SUMUP  *CANTINAFITNESS,completed,4
AUGUSTO OSIRO,completed,6
PAYGONALK RESTAURANTE,completed,4
GOLDCAR AEROPUERTO MALAGA,completed,8
SUPERMERCADO BELLADORA,completed,2
TONI PETIT,completed,2
PINGIT.ME,completed,2
POSTO COQUEIROS,completed,2
MURO ALTO CONVENIENCIA,completed,2
WEST NINE FOOD   WINE,completed,1
QAZA E-COMER,completed,2
IZ *Achillices,completed,1
"QNO 06 CONJUNTO B, LOT",completed,4
LEROY MERLIN - SBG S.A,completed,3
LEROY MERLIN SOROCABA,rejected,2
TUCANOS MUELLER,completed,2
POSTO AMANHECER,completed,2
CINEMARK WEST PLAZA,completed,2
1PASSWORD,completed,1
MERCPAGO    *URBANOPM,completed,2
99* POP 19Mai 12h41min,completed,2
DROGASIL 2044,completed,2
PICPAY *YB4 PGTOCONTA,completed,2
PANIFICADORA KAROL,completed,2
SANNGRUND A/S,completed,1
THE BELL FARINGDON,completed,2
N010131,rejected,2
ELIANE PINHEIRO DA SIL,completed,2
moshi moshi,completed,1
TCR - GOODGE ST,completed,1
Warszawski Cymes,completed,1
LIVELO,completed,2
CO-OP GROUP PETROL,completed,1
POSTO N 1 DO CAPAO RAS,completed,2
AWS EMEA,canceled,1
AV DAS ARAUCARIAS,completed,12
IFD*BR,rejected,6
KFC GROVE FARM,completed,1
FELIPE TOME,completed,4
IDEA NATUR,completed,1
AVENIDA CORONEL PEDRO,completed,4
TIMRECARGA  *279998216,rejected,1
PADARIA IRMAS FIGUEIRA,completed,2
CAMPOS FLORI,completed,2
MERCPAGO    *AHHARDWA,completed,2
MERCPAGO*CARTORIOFEDER,rejected,1
MMV GUAJAJARAS,completed,2
GOOGLE*NORDEUS,completed,2
SUMUP  *HORTIFRUTAPOPU,rejected,3
ARASH HONARKAR MIRASAD,completed,2
POSTO 4I LTDA,completed,2
"FIVE GUYS SPAIN,S.L.",completed,1
ACUBA,completed,2
BCC MUGELLO,rejected,2
MR HOPPY MARINGA,completed,2
TRE JK R COMERCIO DE A,completed,2
SUPERVISAO MOOCA,completed,2
TST* SUPER AREPA,rejected,1
CASSOL FILIAL 10,completed,2
PORTO VINHO E BEBIDAS,completed,2
RUA SILVA BUENO,completed,4
GRAND PALLADIUM PALACE  W,completed,2
Klarna * Other Stories,completed,2
FABIOVINICIUSCOST,rejected,1
DIRITTI CONSOLARI,completed,1
A P ITALIANOS JUNDIAI,rejected,2
CARIOCA SERVICOS,completed,4
Tatimodas,completed,2
ME London,completed,1
ALDO CELIO DOS SANTOS,completed,2
AMZN Mktp US,rejected,16
AMAZON.DE AMAZON.DE,completed,5
SP CAMPO BELO C,completed,12
SUPERMERCADO ZONA SUL,completed,16
PANIFICADORA CECI,completed,18
THUVAS 43157,completed,1
PAYPAL *BREWDOG,completed,2
MIANO,completed,2
RESTAURANTE CENTRAL GR,completed,4
EdenilsonRossi,completed,2
MERCADINHO MENDES FALC,completed,4
H S MERCEARIA LTDA ME,completed,4
SH FRUTAS GUAN LTDA,completed,2
LE PETIT CLOS REST,completed,2
Google Tinder,rejected,2
99* TOP 06Jul 16h03min,completed,2
TAXI 159 CALVIA,completed,1
PADARIA 5 ESQUINAS,completed,2
AUTO POSTO OURO 22,completed,2
Hamburgueria,completed,2
CD BRNO HL.N.,completed,1
EL RACO D EN PERE,completed,1
4N GASZTRONOMIA KFT.,completed,1
MESHICO REST   CAFE FZ,completed,1
RECARGAPAY INGLATERRA,rejected,1
DUNELM (SOFT FURNISHIN,completed,1
PAYPAL *ONECARE GR,completed,1
PLANO OI,rejected,17
LITTLE BAY BAR AND RES,completed,2
KAHAWA GMBH,completed,3
HORTI VERDE,completed,2
XAPO,rejected,2
6UPECO ALHAURIN,completed,6
HT Close-Friend-Wel,rejected,1
POSTO MIMI,completed,12
GRUPO AHORRAMAS 1434,completed,5
ANA JULIA SINAIDI SILV,completed,2
RICHARD MARQUES GOMES,completed,6
DONE.F.EMPREENDIMENTOS,completed,2
ZP          *IFOODMPAY,completed,10
CASA ARIAS,completed,10
LucianaCristinaAi,completed,2
FARMACIA DO ROSARIO,completed,2
PAYPAL *TIENDANIMAL,completed,1
NHAC TEMAKI,rejected,1
PICPAY *ZF9 EDNEISILV,completed,4
"34100 NEW YORKER CZ, S.R.",completed,1
www.chemist-4-u.co,completed,1
TESCO-STORES 3339,completed,1
MEDPREV - AD*MEDPREV,completed,2
MYCHEF AREA REGISTRAZION,rejected,1
TILAVERIDIS GEORGIOS,completed,2
Posto Bandeira III,completed,2
OHASHI,rejected,1
AUTO POSTO FLM LTDA,completed,2
RESTAURANTE ORIENTALI,completed,2
MAYFIELD LAVENDER LTD GPR,completed,1
TEA SHOP ZENIA,completed,1
ESTRADA SANTA EFIGENIA,completed,2
NA CHAPA LANCHES,completed,2
CARPISA,completed,1
APPLE.COM/ES,completed,1
LIDL ELCHE-BOLERA,completed,18
Google EpicActionLLC,rejected,3
VivianeDaSilvaAlv,rejected,1
R DOS SANTOS MATERIAIS,completed,2
00493337,rejected,4
HORTFRUT PARANA,completed,4
CARREFOUR TORREM,rejected,7
Just Eat,completed,7
ZOCA TAVERN,completed,1
OCEAN VILLAGE EXPRESS,completed,1
L'OSTERIA MUNCHEN VI,completed,1
AMAZON PRIME AMZN.CO.U,completed,2
MarceloDeSouza,rejected,2
VILA BRASIL,completed,1
VICTORIA LOUNGE,completed,3
ul. Kaliny Jedrusik 7,completed,1
OAHU FOOD & BEER,rejected,1
SuisseBrownie,completed,2
CINES RIVOLI,completed,1
CAFE SANTOS,completed,2
BICICLET SAO FRANCISCO,rejected,2
HORTIFRUTI BIENAL 2,completed,2
3140RAIA,completed,2
MERCPAGO    *WELLLIMA,completed,2
99* POP 13Jul 17h00min,completed,2
AMZNMktplace,completed,14
JUMBO ONLINE,canceled,1
LFP3,completed,2
PAYPAL      *Paypal,completed,18
AutoPostoPetrocen,completed,2
RENOVA FITNESS,completed,2
E TAPAS,completed,9
THE BROWN COW,completed,1
SUPERSOL SU 0083,completed,2
AGUA VERDE HORTIFRUTI,completed,2
FISIOLOGIC FISIOTERAPIA S,rejected,1
Dussmann d.KulturKaufhaus,rejected,2
KASHMIRI CURRY HOUSE,completed,1
PAES E DOCES FOCH II,completed,4
ASDA SUPERSTORE 04145,completed,3
TEMBICI,completed,3
QUADRA VINTE (PANORAMA,completed,2
PAYPAL      *UBER BR,rejected,1
Revolut**9129*,rejected,3
APARCAMIENTO ZAHARA DE LO,completed,2
DROGUERIA PAYSANDU,completed,1
QUEST CERVECERIA,completed,1
ESTRADA DO CAMPO LIMPO,completed,2
BEFSZTYK Zolborz mb,completed,1
YELMO CINES AREA SUR,completed,1
HOTEL PORTO DI MARE,completed,2
D A MATERIAS PARA CONS,completed,2
SUPERMERCADOS NAGUMO,completed,2
EXTRAPLUS,completed,2
HAMBURGUESERIA LUNA,completed,1
ADRIANO GONCALVES LEMO,completed,6
EC *MERCADOLIVRE,rejected,1
DALBEN,completed,2
MENY GYSTADMARK,completed,1
99* POP 07Set 03h08min,rejected,1
jzdeposito,completed,2
IUGU*WEBINARCENTE,rejected,1
R CANDIDO BANDEIRA PIZ,completed,2
FASHION BAZAAR LARNACA,completed,1
NESPRESSO BOUTIQUE MAL,completed,1
pussit.net,rejected,1
AguiaTemperosAbcL,completed,6
BOLLO CAKERY,completed,1
MOUNTAIN WAREHOUSE,completed,1
SERAFINA JK,completed,2
SUMUP*Coco Ibirapue,rejected,1
MERCADOPAGO*YY,rejected,3
APPLE.COM/BI,completed,83
JRA B TRANSPORTES,rejected,1
FLAMENGO KVETINY,completed,1
JP BICICLETARIA,completed,4
JoseManoel,completed,6
NISA LOCAL GIDEA PARK,completed,7
PICPAY*verificacao,completed,15
ADELAR DOS SANTOS,completed,2
ARCO IRIS FRIOS,completed,2
DA PRAIA RESTAURANTE S,completed,2
MARGARITA BAKERIES,completed,10
PETROPRIX BENALMADENA,rejected,1
HUNGRY MONKEY LTD,rejected,2
MERCPAGO    *RESTGUED,completed,2
PAGO*FRANCARNES,completed,2
MERCADONA C/SAN JUAN,completed,10
CAN VICENC SA,completed,1
INALDO DA SILVA ROCHA,completed,2
TESCO-STORES 4400,completed,2
GLYKOLEMONO,completed,1
AYRES CAFE,completed,1
POLO CLUB,completed,2
GREGGS,completed,2
THE POST OFFICE,rejected,1
SERV POSTO JARDIM MIRI,completed,2
MERCPAGO    *PARKRIO,completed,2
MEGAIMAGE 0386 EROII1-3SG,completed,1
HIPERMERCADO BIG 200,completed,4
COPACABANA GARDEN,completed,1
LA TABERNA DEL CAMPERO,completed,1
LA CANTINELLA SOCIETA' AR,completed,1
oiingressos,completed,2
99* TAXI 20Fev 20h18mi,completed,2
MERCPAGO    *PINGOIMP,rejected,1
ESTAPAR POMPEIA,completed,2
WWW.ALIEXPRESS.COM,completed,11
Damaris,rejected,3
NoteMachine ATM,completed,7
BANKINTER,completed,4
JCS BRASIL,completed,2
VULCANO BURGER,completed,2
ET *CARHIRE,completed,1
EBANX SPOTIFY,rejected,10
COSTA MIJAS H.,completed,1
EURO AUTOMATIC,completed,4
Jurys Cafe and Wine Ba,completed,1
BARGAIN BOOZE,completed,1
HIPER DB DISTRITO,completed,2
WWW.COSMODATA.GR,completed,1
AD SILVA,completed,4
SOLUCAO FARMA,completed,6
99* POP 15Jul 17h40min,completed,2
NOSTRUM,completed,1
DAARA HOTEIS,completed,2
RUA RINCAO,completed,2
ATACADAO CURIO,completed,6
99* TOP 12Mar 16h40min,completed,2
UDIFRIOS DISTRIBUIDORA,rejected,2
ESTAPAR VISION,rejected,1
SUPERMERC MULTMARKET,completed,6
DONA DEOLA,completed,2
AngelicaAnhaiaGom,completed,2
C PAES SANTA TEREZINHA,completed,2
AgDigital,completed,2
AS GIRAO REST E PIZZAR,rejected,1
MERCPAGO*INFOARTIS,completed,2
LEKARNA DR.MAX 391,completed,1
NAISE DE JESUS SANTOS,rejected,1
TIENDA INGLESA,rejected,1
LF Y FAMLIA,rejected,1
VENTA EL FLORIN,completed,1
VALMAR EUROPORT PHARMA,completed,1
B.B.V.A.,completed,9
VIVA BEM RIO 2,completed,2
ADEMILSON DO NASCIMENT,completed,2
PREMIER MEDIA BROADCAS,completed,4
MERCADONA VERACRUZ,completed,1
MALAGA,completed,1
HFX  HACKNEY,rejected,3
MC DONALDS  AME,completed,2
SUMUP*Andre Cell Ac,rejected,1
PANIF CHANTILLY,completed,2
BP TAMARACEITE II,rejected,2
KOCH EXPRESS,completed,2
99* POP 29Set 02h27min,rejected,1
POSTO JM SANTA ROSA,completed,2
MauroAlvesPereira,completed,2
QuiosqueAmbev,completed,2
Restaurant My Tam,completed,1
REVO*SandraPrieto Ortuno,rejected,1
UNIONES CARNICAS BIERZO,completed,1
DiegoVargasDaCost,rejected,4
SUMUP  *FELIPEBARROSOM,completed,2
AGUA DE COCO CACHACARI,completed,2
S S OLIVEIRA GUIMARAES,completed,6
AVENIDA ARMANDO LOMBAR,completed,2
CARREFOUR 37 JDI JUNDI,completed,2
SAM S CLUB B RETIRO,completed,4
ARTESANS DES DE 1906,completed,1
YOH,completed,2
SidneiaAparecida,completed,2
NEUSA ALVES RIBEIRO,completed,2
AV. SUBURBANA,completed,2
PostoAgricopel,rejected,1
AlissonAdriano,completed,6
KAGIVA MOTOS,completed,2
EROSKI ELCHE,completed,4
BK BRASIL,completed,4
EBANX*SONYPLAYSTATN,rejected,1
Google game168,completed,2
BCA CARIGE MILA,completed,1
SMART REVISTARIA PICAR,completed,4
DING   *63008083,completed,1
ASDA SUPERSTORE,completed,4
PIISPANSILTA 11,completed,3
"ALENSA, S.R.O.",completed,1
LEO AUTO PECAS,completed,2
MERCPAGO    *RIOGRAND,completed,2
CARREFOUR MARTOR,completed,1
NBS EAST HAM,completed,1
MERCPAGO*WRDIGITAL,completed,2
RENFE VIRTUAL INTERNET,completed,1
PANVEL FILIAL 550,completed,2
A. JOAQUIM COSTA E CIA,completed,2
THE GOODS,completed,2
POSTO BUFALO,completed,2
