card,activation_date,deactivation_date,activedays
"111,030",2020-04-08 23:19:38,2020-07-22 13:20:46,105
"110,880",2020-04-09 16:27:01,2020-07-22 13:20:46,104
"111,007",2020-04-05 10:47:07,2020-07-22 13:20:46,108
"112,135",2020-04-08 16:16:02,2020-07-22 13:20:46,105
"112,035",2020-04-04 19:14:42,2020-07-22 13:20:46,109
"112,091",2020-05-28 17:50:09,2020-07-22 13:20:46,55
"112,052",2020-03-30 13:54:34,2020-07-22 13:20:46,114
"112,001",2020-03-31 22:30:01,2020-07-22 13:20:46,113
"112,010",2020-06-18 17:22:05,2020-07-22 13:20:46,34
"111,989",2020-04-08 23:04:56,2020-07-22 13:20:46,105
"114,670",2020-05-06 12:59:25,2020-11-30 10:06:10,208
"111,664",2020-03-27 21:44:38,2020-07-22 13:20:46,117
"111,935",2020-03-30 19:37:10,2020-07-22 13:20:46,114
"111,846",2020-04-25 18:32:14,2020-07-22 13:20:46,88
"111,836",2020-04-01 15:56:33,2020-07-22 13:20:46,112
"111,838",2020-03-31 20:24:03,2020-07-22 13:20:46,113
"111,804",2020-04-02 14:54:03,2020-07-22 13:20:46,111
"111,802",2020-04-01 00:44:35,2020-07-22 13:20:46,112
"111,678",2020-04-02 19:53:19,2020-07-22 13:20:46,111
"111,560",2020-04-15 13:20:05,2020-07-22 13:20:46,98
"111,547",2020-04-02 00:55:14,2020-07-22 13:20:46,111
"111,665",2020-04-01 21:58:56,2020-07-22 13:20:46,112
"111,561",2020-04-01 23:28:18,2020-07-22 13:20:46,112
"111,605",2020-03-31 18:07:20,2020-07-22 13:20:46,113
"111,584",2020-03-30 14:47:53,2020-07-22 13:20:46,114
"113,675",2020-03-30 14:18:56,2020-07-22 13:20:46,114
"114,679",2020-03-31 19:52:51,2020-07-22 13:20:46,113
"110,941",2020-04-01 19:37:44,2020-07-22 13:20:46,112
"110,855",2020-04-30 16:44:00,2020-07-22 13:20:46,83
"110,861",2020-05-06 22:35:23,2020-07-22 13:20:46,77
"115,171",2020-04-06 15:24:35,2020-07-22 13:20:46,107
"113,859",2020-04-27 15:40:42,2020-07-22 13:20:46,86
"110,789",2020-04-08 15:56:37,2020-07-22 13:20:46,105
"110,771",2020-04-06 00:03:58,2020-07-22 13:20:46,107
"110,700",2020-04-01 19:19:09,2020-07-22 13:20:46,112
"110,724",2020-04-06 17:32:05,2020-07-22 13:20:46,107
"110,596",2020-04-02 18:58:40,2020-07-22 13:20:46,111
"110,634",2020-04-15 14:54:23,2020-07-22 13:20:46,98
"110,588",2020-03-30 17:41:02,2020-07-22 13:20:46,114
"110,667",2020-04-16 16:25:55,2020-07-22 13:20:46,97
"110,577",2020-04-09 14:11:26,2020-07-22 13:20:46,104
"110,292",2020-04-09 16:36:12,2020-07-22 13:20:46,104
"110,300",2020-04-03 23:16:25,2020-07-22 13:20:46,110
"115,236",2020-04-05 02:20:22,2020-11-30 10:07:44,239
"114,798",2020-04-15 15:03:38,2020-07-22 13:20:46,98
"110,262",2020-04-01 14:15:00,2020-07-22 13:20:46,112
"110,217",2020-04-02 13:43:19,2020-07-22 13:20:46,111
"110,225",2020-04-08 13:16:06,2020-07-22 13:20:46,105
"110,258",2020-04-30 19:46:57,2020-07-22 13:20:46,83
"110,192",2020-04-16 15:22:45,2020-07-22 13:20:46,97
"114,727",2020-04-20 18:18:52,2020-07-22 13:20:46,93
"114,559",2020-04-02 23:11:08,2020-07-22 13:20:46,111
"114,583",2020-04-27 22:01:20,2020-07-22 13:20:46,86
"114,501",2020-03-31 12:30:44,2020-07-22 13:20:46,113
"111,317",2020-04-24 14:44:55,2020-07-22 13:20:46,89
"114,590",2020-04-27 18:04:58,2020-07-22 13:20:46,86
"114,566",2020-03-31 16:44:28,2020-07-22 13:20:46,113
"114,563",2020-04-17 10:57:58,2020-07-22 13:20:46,96
"114,544",2020-04-01 16:04:53,2020-07-22 13:20:46,112
"111,350",2020-03-30 18:18:41,2020-07-22 13:20:46,114
"111,330",2020-04-11 09:53:49,2020-07-22 13:20:46,102
"114,553",2020-04-07 11:57:16,2020-07-22 13:20:46,106
"111,434",2020-04-01 19:32:14,2020-07-22 13:20:46,112
"111,314",2020-04-01 19:22:41,2020-07-22 13:20:46,112
"115,047",2020-04-03 12:55:28,2020-07-22 13:20:46,110
"106,375",2020-04-08 17:53:41,2020-07-22 13:20:46,105
"114,834",2020-04-02 21:18:08,2020-07-22 13:20:46,111
"114,809",2020-04-06 19:28:08,2020-07-22 13:20:46,107
"114,829",2020-04-08 16:38:35,2020-07-22 13:20:46,105
"111,282",2020-04-12 23:36:32,2020-07-22 13:20:46,101
"111,171",2020-03-30 17:52:38,2020-07-22 13:20:46,114
"111,127",2020-05-06 16:35:42,2020-07-22 13:20:46,77
"111,100",2020-05-07 19:16:25,2020-07-22 13:20:46,76
"110,431",2020-05-13 01:40:18,2020-07-22 13:20:46,70
"111,578",2020-02-07 18:00:03,2020-07-22 13:20:46,166
"111,602",2020-02-10 17:24:52,2020-07-22 13:20:46,163
"111,613",2020-05-05 19:10:39,2020-07-22 13:20:46,78
"111,645",2020-02-08 15:09:28,2020-07-22 13:20:46,165
"111,680",2020-02-22 16:33:12,2020-07-22 13:20:46,151
"111,711",2020-02-05 21:33:56,2020-07-22 13:20:46,168
"111,721",2020-02-07 15:07:23,2020-07-22 13:20:46,166
"111,727",2020-02-17 18:18:47,2020-07-22 13:20:46,156
"111,765",2020-02-13 15:22:40,2020-07-22 13:20:46,160
"111,813",2020-02-27 22:32:37,2020-07-22 13:20:46,146
"111,823",2020-02-13 20:27:01,2020-07-22 13:20:46,160
"111,833",2020-02-11 18:43:43,2020-07-22 13:20:46,162
"111,904",2020-05-07 15:50:06,2020-07-22 13:20:46,76
"111,914",2020-02-18 14:22:48,2020-07-22 13:20:46,155
"111,938",2020-03-03 20:40:22,2020-07-22 13:20:46,141
"111,964",2020-02-12 14:00:33,2020-07-22 13:20:46,161
"111,992",2020-02-20 22:28:55,2020-07-22 13:20:46,153
"112,016",2020-02-19 15:53:02,2020-07-22 13:20:46,154
"112,050",2020-03-03 16:08:27,2020-07-22 13:20:46,141
"112,074",2020-02-13 17:06:29,2020-07-22 13:20:46,160
"110,147",2020-02-23 22:13:42,2020-07-22 13:20:46,150
"112,122",2020-05-20 15:41:07,2020-07-22 13:20:46,63
"112,152",2020-02-14 11:36:31,2020-07-22 13:20:46,159
"112,170",2020-02-14 15:06:29,2020-07-22 13:20:46,159
"112,222",2020-02-14 19:23:03,2020-07-22 13:20:46,159
"112,319",2020-02-26 10:31:48,2020-07-22 13:20:46,147
"112,332",2020-02-25 20:01:39,2020-07-22 13:20:46,148
"112,391",2020-02-19 23:07:50,2020-07-22 13:20:46,154
"112,416",2020-02-23 17:00:02,2020-07-22 13:20:46,150
"112,432",2020-03-06 05:04:23,2020-07-22 13:20:46,138
"112,482",2020-03-29 03:19:29,2020-07-22 13:20:46,115
"112,526",2020-02-21 00:50:40,2020-07-22 13:20:46,152
"110,439",2020-02-04 22:52:08,2020-07-22 13:20:46,169
"110,460",2020-02-04 16:20:02,2020-07-22 13:20:46,169
"110,466",2020-02-03 17:39:08,2020-07-22 13:20:46,170
"110,474",2020-01-30 16:32:17,2020-07-22 13:20:46,174
"110,481",2020-05-13 00:58:30,2020-07-22 13:20:46,70
"110,488",2020-02-06 21:00:11,2020-07-22 13:20:46,167
"110,498",2020-04-02 20:54:36,2020-07-22 13:20:46,111
"110,506",2020-02-05 12:08:41,2020-07-22 13:20:46,168
"110,522",2020-02-07 23:49:49,2020-07-22 13:20:46,166
"110,535",2020-03-21 22:47:51,2020-07-22 13:20:46,123
"110,556",2020-03-17 14:28:14,2020-07-22 13:20:46,127
"110,567",2020-02-13 14:49:37,2020-07-22 13:20:46,160
"110,581",2020-02-05 02:11:02,2020-07-22 13:20:46,168
"110,589",2020-03-16 21:59:22,2020-07-22 13:20:46,128
"110,616",2020-01-26 19:06:19,2020-07-22 13:20:46,178
"110,622",2020-02-29 19:34:22,2020-07-22 13:20:46,144
"110,632",2020-01-31 20:22:26,2020-07-22 13:20:46,173
"110,640",2020-01-22 21:38:24,2020-07-22 13:20:46,182
"110,651",2020-01-25 16:15:09,2020-07-22 13:20:46,179
"110,658",2020-03-06 17:00:04,2020-07-22 13:20:46,138
"110,666",2020-02-06 12:44:11,2020-07-22 13:20:46,167
"110,688",2020-01-30 23:25:10,2020-07-22 13:20:46,174
"110,716",2020-01-26 23:31:46,2020-07-22 13:20:46,178
"110,726",2020-01-21 20:48:46,2020-07-22 13:20:46,183
"110,739",2020-05-09 03:10:31,2020-07-22 13:20:46,74
"110,747",2020-05-11 02:52:34,2020-07-22 13:20:46,72
"110,755",2020-01-21 22:55:26,2020-07-22 13:20:46,183
"110,763",2020-01-31 18:24:13,2020-07-22 13:20:46,173
"110,781",2020-01-23 11:08:20,2020-07-22 13:20:46,181
"110,810",2020-01-22 22:16:05,2020-07-22 13:20:46,182
"110,821",2020-02-13 00:43:59,2020-07-22 13:20:46,160
"110,834",2020-01-23 19:54:23,2020-07-22 13:20:46,181
"110,852",2020-01-24 20:10:15,2020-07-22 13:20:46,180
"110,882",2020-01-24 00:57:01,2020-07-22 13:20:46,180
"112,546",2020-02-26 00:47:25,2020-07-22 13:20:46,147
"112,571",2020-03-03 23:13:16,2020-07-22 13:20:46,141
"112,583",2020-02-21 23:09:20,2020-07-22 13:20:46,152
"112,660",2020-03-11 19:12:01,2020-07-22 13:20:46,133
"111,754",2020-03-26 14:15:49,2020-07-22 13:20:46,118
"110,946",2020-02-27 00:18:34,2020-07-22 13:20:46,146
"111,433",2020-02-19 17:59:24,2020-07-22 13:20:46,154
"112,678",2020-02-19 18:57:19,2020-07-22 13:20:46,154
"112,702",2020-02-26 09:54:48,2020-10-20 10:57:26,237
"112,734",2020-02-22 12:37:56,2020-07-22 13:20:46,151
"112,758",2020-02-20 20:10:52,2020-07-22 13:20:46,153
"112,761",2020-02-26 14:19:13,2020-07-22 13:20:46,147
"112,789",2020-05-28 22:12:03,2020-07-22 13:20:46,55
"110,213",2020-03-03 18:30:06,2020-07-22 13:20:46,141
"112,836",2020-03-11 23:19:22,2020-07-22 13:20:46,133
"112,860",2020-03-03 14:40:33,2020-07-22 13:20:46,141
"112,873",2020-02-25 09:52:04,2020-09-13 08:20:00,201
"112,884",2020-03-10 11:46:11,2020-11-30 10:00:07,265
"112,903",2020-02-24 13:49:39,2020-11-30 10:02:04,280
"112,925",2020-03-05 23:19:33,2020-07-22 13:20:46,139
"112,934",2020-02-25 17:57:54,2020-11-30 10:05:16,279
"112,941",2020-02-27 11:30:56,2020-11-30 10:05:18,277
"112,945",2020-03-04 23:28:22,2020-07-22 13:20:46,140
"108,931",2020-03-03 04:26:43,2020-07-22 13:20:46,141
"112,958",2020-02-28 08:48:17,2020-11-30 10:00:11,276
"112,977",2020-03-05 01:31:22,2020-07-22 13:20:46,139
"112,992",2020-03-12 04:03:48,2020-07-22 13:20:46,132
"113,002",2020-02-24 13:15:18,2020-11-30 10:02:06,280
"113,021",2020-03-04 17:27:54,2020-07-22 13:20:46,140
"113,062",2020-03-03 17:22:36,2020-07-22 13:20:46,141
"113,078",2020-03-03 15:19:41,2020-07-17 17:22:46,136
"113,098",2020-03-31 16:13:32,2020-07-22 13:20:46,113
"113,109",2020-03-09 17:17:16,2020-07-22 13:20:46,135
"113,116",2020-03-07 20:17:47,2020-07-22 13:20:46,137
"113,125",2020-06-06 18:05:47,2020-07-22 13:20:46,46
"113,138",2020-03-06 11:49:26,2020-07-22 13:20:46,138
"113,146",2020-03-05 19:28:12,2020-07-22 13:20:46,139
"113,166",2020-03-05 19:49:54,2020-07-22 13:20:46,139
"113,198",2020-03-24 13:02:29,2020-07-22 13:20:46,120
"113,220",2020-03-11 22:31:36,2020-07-22 13:20:46,133
"113,222",2020-03-24 14:11:47,2020-07-22 13:20:46,120
"113,238",2020-03-15 19:47:21,2020-07-22 13:20:46,129
"110,092",2020-04-08 17:20:50,2020-07-22 13:20:46,105
"109,954",2020-04-05 15:31:12,2020-07-22 13:20:46,108
"109,933",2020-04-06 18:20:09,2020-07-22 13:20:46,107
"109,316",2020-04-01 14:48:02,2020-07-22 13:20:46,112
"109,194",2020-04-02 15:00:57,2020-07-22 13:20:46,111
"109,549",2020-04-07 19:10:16,2020-07-22 13:20:46,106
"109,336",2020-04-23 17:49:57,2020-07-22 13:20:46,90
"115,325",2020-04-01 15:54:00,2020-07-22 13:20:46,112
"115,009",2020-04-03 12:47:10,2020-07-22 13:20:46,110
"114,988",2020-04-04 16:28:25,2020-07-22 13:20:46,109
"115,335",2020-04-01 14:29:42,2020-11-30 10:03:21,243
"115,388",2020-04-02 21:32:20,2020-07-22 13:20:46,111
"115,410",2020-04-05 04:40:18,2020-07-22 13:20:46,108
"115,592",2020-04-07 23:21:17,2020-07-22 13:20:46,106
"107,679",2020-04-09 23:20:49,2020-07-22 13:20:46,104
"115,295",2020-04-07 23:04:25,2020-07-22 13:20:46,106
"115,297",2020-04-07 20:00:34,2020-07-22 13:20:46,106
"115,145",2020-04-02 19:19:08,2020-07-22 13:20:46,111
"115,257",2020-04-19 04:53:49,2020-07-22 13:20:46,94
"115,160",2020-04-09 13:01:33,2020-07-22 13:20:46,104
"115,177",2020-04-06 21:22:52,2020-07-22 13:20:46,107
"115,214",2020-04-13 20:27:31,2020-07-22 13:20:46,100
"115,172",2020-04-02 16:33:54,2020-07-22 13:20:46,111
"111,755",2020-04-09 00:59:31,2020-07-22 13:20:46,104
"115,105",2020-04-03 17:08:50,2020-07-22 13:20:46,110
"111,003",2020-04-06 23:10:41,2020-07-22 13:20:46,107
"110,873",2020-04-09 14:50:03,2020-07-22 13:20:46,104
"110,848",2020-04-03 19:45:22,2020-07-22 13:20:46,110
"115,161",2020-04-02 21:12:29,2020-11-30 10:07:42,242
"115,197",2020-04-06 13:07:37,2020-11-30 10:03:19,238
"114,851",2020-04-02 17:11:14,2020-07-22 13:20:46,111
"113,906",2020-04-03 16:36:15,2020-07-22 13:20:46,110
"110,717",2020-04-03 16:19:56,2020-07-22 13:20:46,110
"110,590",2020-04-07 17:37:06,2020-07-22 13:20:46,106
"110,286",2020-04-09 12:03:06,2020-07-22 13:20:46,104
"110,468",2020-04-07 01:07:57,2020-07-22 13:20:46,106
"110,251",2020-04-11 01:05:28,2020-07-22 13:20:46,102
"110,260",2020-04-08 19:46:46,2020-07-22 13:20:46,105
"110,218",2020-04-16 22:50:38,2020-07-22 13:20:46,97
"110,227",2020-04-13 15:13:49,2020-07-22 13:20:46,100
"110,948",2020-01-29 14:11:47,2020-07-22 13:20:46,175
"110,953",2020-01-28 20:51:27,2020-07-22 13:20:46,176
"110,964",2020-01-30 18:57:44,2020-07-22 13:20:46,174
"110,970",2020-04-05 04:57:11,2020-07-22 13:20:46,108
"111,005",2020-02-28 14:15:49,2020-07-22 13:20:46,145
"111,014",2020-01-27 19:28:59,2020-07-22 13:20:46,177
"111,039",2020-02-05 08:01:13,2020-07-22 13:20:46,168
"111,052",2020-01-31 16:27:43,2020-07-22 13:20:46,173
"111,057",2020-02-03 12:28:37,2020-07-22 13:20:46,170
"111,073",2020-02-04 19:22:25,2020-07-22 13:20:46,169
"111,089",2020-02-10 12:35:04,2020-07-22 13:20:46,163
"111,095",2020-01-31 14:42:21,2020-07-22 13:20:46,173
"111,111",2020-01-30 15:57:45,2020-07-22 13:20:46,174
"111,143",2020-02-04 20:50:41,2020-07-22 13:20:46,169
"111,154",2020-02-08 08:06:29,2020-07-22 13:20:46,165
"111,161",2020-04-13 15:07:45,2020-07-22 13:20:46,100
"111,185",2020-03-09 00:17:33,2020-07-22 13:20:46,135
"111,198",2020-02-21 04:58:47,2020-07-22 13:20:46,152
"111,187",2020-02-21 15:04:53,2020-07-22 13:20:46,152
"111,214",2020-02-03 21:16:22,2020-07-22 13:20:46,170
"111,227",2020-02-06 10:23:52,2020-11-30 10:01:59,298
"111,231",2020-02-01 19:33:13,2020-07-22 13:20:46,172
"111,237",2020-01-29 18:39:19,2020-07-22 13:20:46,175
"111,257",2020-02-20 17:28:00,2020-07-22 13:20:46,153
"111,283",2020-04-28 15:11:43,2020-07-22 13:20:46,85
"111,296",2020-02-01 16:50:56,2020-07-22 13:20:46,172
"107,821",2020-02-04 13:25:30,2020-07-22 13:20:46,169
"106,877",2020-02-20 15:41:45,2020-07-22 13:20:46,153
"107,516",2020-02-03 18:46:36,2020-07-22 13:20:46,170
"111,331",2020-01-30 23:10:51,2020-07-22 13:20:46,174
"111,347",2020-01-31 00:30:07,2020-07-22 13:20:46,173
"106,793",2020-01-31 02:01:26,2020-07-22 13:20:46,173
"111,385",2020-02-12 02:17:07,2020-07-22 13:20:46,161
"111,393",2020-02-08 17:08:15,2020-07-22 13:20:46,165
"111,414",2020-02-05 11:15:20,2020-07-22 13:20:46,168
"111,438",2020-02-05 22:12:07,2020-07-22 13:20:46,168
"111,494",2020-05-26 21:15:48,2020-07-22 13:20:46,57
"111,511",2020-02-10 15:42:08,2020-07-22 13:20:46,163
"113,379",2020-04-06 17:17:54,2020-07-22 13:20:46,107
"115,282",2020-04-20 23:07:40,2020-07-22 13:20:46,93
"115,313",2020-05-15 14:07:15,2020-07-22 13:20:46,68
"115,331",2020-04-07 22:55:07,2020-07-22 13:20:46,106
"115,338",2020-04-07 14:44:01,2020-07-22 13:20:46,106
"115,362",2020-04-06 16:58:06,2020-07-22 13:20:46,107
"115,376",2020-04-13 19:20:15,2020-07-22 13:20:46,100
"115,382",2020-04-14 18:46:40,2020-07-22 13:20:46,99
"115,415",2020-04-07 01:19:48,2020-07-22 13:20:46,106
"115,430",2020-04-03 15:51:35,2020-07-22 13:20:46,110
"115,445",2020-04-22 21:42:18,2020-07-22 13:20:46,91
"115,481",2020-04-08 18:47:05,2020-07-22 13:20:46,105
"115,525",2020-04-07 00:16:44,2020-07-22 13:20:46,106
"115,539",2020-04-09 16:42:43,2020-07-22 13:20:46,104
"115,553",2020-04-09 19:29:25,2020-07-22 13:20:46,104
"115,566",2020-04-07 18:28:24,2020-07-22 13:20:46,106
"113,837",2020-04-08 17:16:42,2020-07-22 13:20:46,105
"115,596",2020-04-07 17:49:43,2020-07-22 13:20:46,106
"115,611",2020-04-07 00:15:09,2020-07-22 13:20:46,106
"115,618",2020-04-13 15:27:46,2020-07-22 13:20:46,100
"115,631",2020-04-07 23:28:39,2020-07-22 13:20:46,106
"115,493",2020-04-03 18:38:25,2020-07-22 13:20:46,110
"115,696",2020-04-04 00:25:44,2020-07-22 13:20:46,109
"115,716",2020-04-09 18:17:25,2020-07-22 13:20:46,104
"115,735",2020-05-30 04:06:05,2020-07-22 13:20:46,53
"115,743",2020-04-09 13:49:46,2020-07-22 13:20:46,104
"107,288",2020-04-18 02:19:07,2020-07-22 13:20:46,95
"110,168",2020-04-14 23:43:14,2020-07-22 13:20:46,99
"115,846",2020-04-09 20:28:06,2020-07-22 13:20:46,104
"110,120",2020-04-01 22:42:37,2020-07-22 13:20:46,112
"110,248",2020-04-20 14:08:25,2020-07-22 13:20:46,93
"110,103",2020-06-04 22:19:25,2020-07-22 13:20:46,48
"110,019",2020-04-09 16:36:22,2020-07-22 13:20:46,104
"109,856",2020-04-13 22:26:44,2020-07-22 13:20:46,100
"109,524",2020-05-05 22:45:11,2020-07-22 13:20:46,78
"109,996",2020-04-07 20:07:48,2020-07-22 13:20:46,106
"109,977",2020-04-06 19:12:26,2020-07-22 13:20:46,107
"109,889",2020-04-08 18:26:27,2020-07-22 13:20:46,105
"109,062",2020-04-01 19:51:50,2020-07-22 13:20:46,112
"109,922",2020-04-03 19:22:52,2020-07-22 13:20:46,110
"109,787",2020-04-17 19:03:07,2020-07-22 13:20:46,96
"109,508",2020-04-07 17:08:51,2020-07-22 13:20:46,106
"109,257",2020-04-07 23:15:49,2020-07-22 13:20:46,106
"109,299",2020-04-06 20:42:55,2020-07-22 13:20:46,107
"109,077",2020-04-12 14:25:16,2020-07-22 13:20:46,101
"109,511",2020-04-05 22:11:40,2020-07-22 13:20:46,108
"115,299",2020-04-09 08:53:29,2020-11-30 10:07:45,235
"115,029",2020-04-06 14:42:12,2020-07-22 13:20:46,107
"115,006",2020-04-08 13:23:11,2020-04-08 13:24:04,0
"114,962",2020-04-09 01:16:29,2020-07-22 13:20:46,104
"107,688",2020-04-17 12:38:11,2020-07-22 13:20:46,96
"115,433",2020-04-02 20:27:50,2020-07-22 13:20:46,111
"115,464",2020-04-30 00:13:19,2020-07-22 13:20:46,83
"115,532",2020-04-14 20:05:25,2020-07-22 13:20:46,99
"115,556",2020-04-13 13:04:37,2020-07-22 13:20:46,100
"115,573",2020-04-12 12:38:16,2020-07-22 13:20:46,101
"115,292",2020-04-07 13:28:12,2020-07-22 13:20:46,106
"115,207",2020-04-03 13:03:31,2020-07-22 13:20:46,110
"115,283",2020-04-17 02:00:41,2020-07-22 13:20:46,96
"115,287",2020-04-06 16:11:15,2020-07-22 13:20:46,107
"115,095",2020-04-22 17:31:34,2020-07-22 13:20:46,91
"115,169",2020-04-02 15:51:21,2020-07-22 13:20:46,111
"115,168",2020-04-03 19:55:10,2020-07-22 13:20:46,110
"115,157",2020-04-04 00:15:08,2020-07-22 13:20:46,109
"115,238",2020-04-13 14:16:37,2020-07-22 13:20:46,100
"115,865",2020-04-21 17:16:11,2020-07-22 13:20:46,92
"115,892",2020-04-29 17:00:59,2020-07-22 13:20:46,84
"115,900",2020-04-27 13:00:42,2020-07-22 13:20:46,86
"115,910",2020-05-08 15:04:09,2020-07-22 13:20:46,75
"115,940",2020-04-10 15:58:13,2020-07-22 13:20:46,103
"115,977",2020-04-22 22:59:19,2020-07-22 13:20:46,91
"115,995",2020-04-13 17:05:34,2020-07-22 13:20:46,100
"116,049",2020-04-13 22:04:25,2020-07-22 13:20:46,100
"116,053",2020-04-16 21:59:19,2020-07-22 13:20:46,97
"116,094",2020-04-16 00:27:16,2020-07-22 13:20:46,97
"116,112",2020-04-17 21:16:57,2020-07-22 13:20:46,96
"116,120",2020-04-13 16:31:40,2020-07-22 13:20:46,100
"116,132",2020-04-17 16:39:20,2020-07-22 13:20:46,96
"116,134",2020-04-13 18:49:11,2020-07-22 13:20:46,100
"116,191",2020-04-17 15:34:31,2020-07-22 13:20:46,96
"116,194",2020-04-13 20:03:54,2020-07-22 13:20:46,100
"115,541",2020-04-13 19:24:35,2020-07-22 13:20:46,100
"116,205",2020-04-23 22:09:38,2020-07-22 13:20:46,90
"116,220",2020-04-13 20:46:03,2020-07-22 13:20:46,100
"116,231",2020-04-13 15:48:17,2020-07-22 13:20:46,100
"116,129",2020-04-20 16:19:44,2020-07-22 13:20:46,93
"110,363",2020-04-28 21:20:49,2020-07-22 13:20:46,85
"115,107",2020-04-08 22:31:26,2020-07-22 13:20:46,105
"115,097",2020-04-03 19:02:36,2020-07-22 13:20:46,110
"115,154",2020-04-03 14:25:35,2020-07-22 13:20:46,110
"115,073",2020-04-08 14:57:30,2020-07-22 13:20:46,105
"115,050",2020-04-09 02:46:06,2020-07-22 13:20:46,104
"111,452",2020-04-18 14:09:36,2020-07-22 13:20:46,95
"114,477",2020-04-03 13:40:43,2020-07-22 13:20:46,110
"115,333",2020-04-14 14:12:57,2020-07-22 13:20:46,99
"115,350",2020-04-08 13:43:28,2020-07-22 13:20:46,105
"115,378",2020-04-06 16:01:25,2020-07-22 13:20:46,107
"115,406",2020-04-04 00:13:00,2020-07-22 13:20:46,109
"115,429",2020-04-08 21:22:35,2020-07-22 13:20:46,105
"115,442",2020-04-07 19:55:41,2020-07-22 13:20:46,106
"115,443",2020-04-22 15:39:05,2020-07-22 13:20:46,91
"115,491",2020-04-08 18:39:38,2020-07-22 13:20:46,105
"115,502",2020-04-27 18:58:55,2020-07-22 13:20:46,86
"115,519",2020-05-27 21:48:19,2020-07-22 13:20:46,56
"115,521",2020-04-23 17:32:42,2020-07-22 13:20:46,90
"115,537",2020-04-16 19:34:06,2020-07-22 13:20:46,97
"114,923",2020-04-18 02:57:25,2020-04-24 03:57:50,6
"115,562",2020-04-09 17:46:24,2020-07-22 13:20:46,104
"115,605",2020-04-09 17:42:29,2020-07-22 13:20:46,104
"115,608",2020-05-20 12:22:03,2020-07-22 13:20:46,63
"115,619",2020-04-09 15:50:38,2020-07-22 13:20:46,104
"113,343",2020-04-08 16:32:20,2020-07-22 13:20:46,105
"114,260",2020-04-10 02:32:30,2020-07-22 13:20:46,103
"115,129",2020-04-08 15:38:57,2020-07-22 13:20:46,105
"115,683",2020-04-23 18:12:20,2020-07-22 13:20:46,90
"115,687",2020-04-08 14:29:32,2020-07-22 13:20:46,105
"115,693",2020-04-04 02:35:17,2020-07-22 13:20:46,109
"115,701",2020-04-12 12:41:17,2020-07-22 13:20:46,101
"115,702",2020-04-09 16:43:34,2020-07-22 13:20:46,104
"115,734",2020-04-16 21:16:54,2020-07-22 13:20:46,97
"108,411",2020-04-10 16:45:34,2020-07-22 13:20:46,103
"115,773",2020-07-11 16:54:45,2020-07-22 13:20:46,11
"116,210",2020-04-13 18:26:06,2020-07-22 13:20:46,100
"115,867",2020-04-29 18:22:02,2020-07-22 13:20:46,84
"115,822",2020-04-17 20:21:00,2020-07-22 13:20:46,96
"116,268",2020-05-19 21:57:35,2020-07-22 13:20:46,64
"116,281",2020-04-17 16:21:24,2020-07-22 13:20:46,96
"116,285",2020-04-13 18:32:21,2020-07-22 13:20:46,100
"116,301",2020-07-16 19:44:10,2020-07-22 13:20:46,6
"116,309",2020-05-18 15:15:33,2020-07-22 13:20:46,65
"116,311",2020-04-29 17:34:07,2020-07-22 13:20:46,84
"116,335",2020-05-20 00:02:59,2020-07-22 13:20:46,63
"115,561",2020-04-20 15:19:13,2020-07-22 13:20:46,93
"115,783",2020-06-04 11:11:53,2020-07-22 13:20:46,48
"115,994",2020-04-27 18:20:33,2020-07-22 13:20:46,86
"115,728",2020-04-25 00:45:54,2020-07-22 13:20:46,88
"116,395",2020-07-09 17:56:39,2020-07-22 13:20:46,13
"116,406",2020-04-28 00:44:51,2020-07-22 13:20:46,85
"116,417",2020-05-20 15:16:14,2020-07-22 13:20:46,63
"116,421",2020-07-02 23:28:33,2020-07-22 13:20:46,20
"116,260",2020-04-27 13:36:44,2020-07-22 13:20:46,86
"116,458",2020-04-29 20:48:34,2020-07-22 13:20:46,84
"116,469",2020-04-23 20:00:24,2020-07-22 13:20:46,90
"116,482",2020-04-17 21:11:22,2020-07-22 13:20:46,96
"114,933",2020-04-23 13:00:27,2020-07-22 13:20:46,90
"114,865",2020-04-20 17:07:56,2020-07-22 13:20:46,93
"114,979",2020-04-17 18:57:30,2020-07-22 13:20:46,96
"113,306",2020-03-21 14:05:55,2020-07-22 13:20:46,123
"113,390",2020-03-12 19:31:52,2020-07-22 13:20:46,132
"113,399",2020-03-09 13:32:49,2020-07-22 13:20:46,135
"110,876",2020-03-06 16:22:09,2020-07-22 13:20:46,138
"109,785",2020-04-09 23:09:05,2020-07-22 13:20:46,104
"113,528",2020-03-13 01:07:35,2020-07-22 13:20:46,131
"113,576",2020-05-17 20:16:27,2020-07-22 13:20:46,66
"111,621",2020-03-19 23:13:29,2020-07-22 13:20:46,125
"113,698",2020-03-18 11:06:44,2020-07-22 13:20:46,126
"106,811",2020-03-19 23:15:07,2020-07-22 13:20:46,125
"113,736",2020-03-19 17:00:26,2020-07-22 13:20:46,125
"113,773",2020-03-18 17:05:21,2020-07-22 13:20:46,126
"113,803",2020-03-11 18:07:54,2020-11-30 10:00:18,264
"113,832",2020-06-02 09:50:47,2020-11-30 10:02:11,181
"113,842",2020-03-12 23:03:34,2020-07-22 13:20:46,132
"111,316",2020-04-09 19:04:44,2020-07-22 13:20:46,104
