merchant_name,nooftransactions
CHURRAS NOSSO RANCHO,2
Swed,2
CASA DE CARNE PARANA,2
CHINA PARQUE COMERCIO,2
PEIXARIA DOURADO,2
TONI PETIT,2
ONE LINE DELIVERY,2
GARDENIA CALCADOS,2
SUPERMERCADO ELSHADAY,2
PANIFICADORA NOVA MONT,2
99* TAXI 11Mar 09h51mi,2
MGSA COMERCIO DE ALIME,2
SUPERVISAO MOOCA,2
AtelieNanyBarbosa,2
UTILISSIMA VARIEDADES,2
LOLYTA FOOD   COFFEE,2
DISK CERVEJA GELA GUEL,2
99* POP 04Mai 23h28min,2
BIG FARMA,2
Zero4barebistrolt,2
PECADO DA GULA,2
ELETRICA SUCURI,2
R 14,2
PIZZERIA SOFILIE,2
LVInformatica,2
A H BROS LTD,2
SAMSONITE STORE MALAGA,2
DOYOUSPAIN COM,2
QOY,2
L.R. SUPERMERCADOS LTD,2
NOBRE VERDE,2
PAYU*BlizzardEnter,2
STELO S.A.*VISA PRESEN,2
RUA SAO JOAO BATISTA,2
KAJIVA,2
GiroAutoCenter,2
PAO DO CAMBUI,2
SUPERMARKET TORREGUADIARO,2
Supermercado,2
Tatimodas,2
LOJA E PAPELARIA JUNAI,2
KAROL PREMIUM,2
MACK VI,2
DROGARIA VENANCIO,2
LOFFICE,2
AVENIDA PROFESSOR FRAN,2
00490192,2
PIZZA HUT ONLINE WEB,2
A J MM,2
BABYLON STATION,2
JOIN BURGUER,2
TexasExpress,2
CASSOL FILIAL 10,2
DROGARIA COTIFARMA,2
JUNINHO RESTAURANTE,2
RUI FERNANDO BELLE ME,2
ESTRADA MARECHAL MIGUE,2
PANIFIC COLINAS DO SOL,2
SILVERADO RESORT,2
FARMABEM,2
ALONSO MOLAS,2
LOJA 2766,2
JARDIM PRIMAVERA,2
Google ADS3989241398,2
KANAAN PURA VIDA,2
FREE LINE HAIRDRESSING,2
BFAC,2
QUALIPAN DELICATESSE,2
PANIFICADORA SETOR O,2
PANIFICADORA UNIAO,2
Vue Cinemas,2
LEROY MERLIN TIETE,2
BELEZA.COM  *5e9fab187,2
NEW DOG,2
MACROBIOTIC ZEN,2
PP*4397CODE,2
AlexandreLuizMaes,2
CLAUDIO LUCIDIO BATIST,2
CHINA IN BOX  JUNDIAI,2
DROGARIA SAO MARCOS,2
Bus Stop Lounge,2
ED PLANETA DE AGOSTINI,2
RESTAURANTE TIA MARIA,2
ADEGA LOJA 3,2
MINI MINI SALGADOS,2
LEROY MERLIN JAFET,2
GENIEPOINT,2
99* POP 07Jun 15h21min,2
RRLessaMercado,2
ADEGA VITOR,2
NA CONVENIECIA,2
CASA DE CARNES ESCUER,2
GRAND PALLADIUM PALACE  W,2
ESTRADA PEDREIRA DO RO,2
MERCPAGO    *ANTONIOC,2
PAYPAL *SEPHORA,2
QUADRA 14 LOTES 12 A 1,2
GRUPO PERGOLA.,2
E CATARINA PANIFICADOR,2
AVENIDA CAFE CONVENIEN,2
GabriellyBerardoD,2
FRUIT MILK,2
AUTO POSTO GABRIELA,2
PCP CONVENIENCIA,2
STAR VIDEO TABACARIA,2
THE DISNEY STORE MALAGA,2
PAYPAL *CEX LTD,2
OHANA POKE,2
POSTO VIADUTO PONTE IM,2
AIB,2
SCOTTON RESTAURANTE,2
VILLA ACAI,2
KAUFLAND BERLIN MITTE 892,2
SUPERMERCADO LAGOA,2
AMAZON PRIME AMZN.CO.U,2
99* TOP 15Mai 16h36min,2
MAGIC ACAI,2
VIA VAREJO SA,2
BEGDOURI BUTCHERS,2
AQUAZZURA,2
RESTAURANTE NENI,2
DROGARIA CARREFOUR-JAB,2
UNIAO MATERIAS CONSTRU,2
99* TOP 24Abr 18h23min,2
BIOSSANCE   *Biossance,2
REDE MAXI POSTO,2
NEUSA ALVES RIBEIRO,2
RELEVO CARIMBOS E PLAC,2
99* TAXI 19Mar 09h37mi,2
DMSilvaMei,2
PAYPAL *ITX BERSHKA,2
CEREAIS E CIA,2
JUNIOR PARABOLICAS,2
QAZA E-COMER,2
HR CAFE GRAMADO LTDA E,2
RUA XV DE NOVEMBRO,2
ECCO ALIMENTOS,2
CAIXA D ENGINYE,2
SUNOMONO BARRA,2
C PAES SANTA TEREZINHA,2
99* POP 16Jul 13h12min,2
HORTI ASA,2
STELO S A*LARI,2
MariannaAlvesGonc,2
MMC DOGS AVICULTURA E,2
DISTRIBUIDORA CHEGA MA,2
MERCADONA HABANERAS,2
MINI MERCADO FERREIRA,2
PIZZA NOVA PERDIZES,2
D S VILELA TAUBATE,2
GRILETTO,2
LUIDGI SPECCIALE,2
BRUCE LUIZ FURLAN 3422,2
JAVALI,2
RIO DOIS PARKING,2
AmoreMioPetShop,2
Av Marginal do Rio Pin,2
RUA PROF CARVALHO PINT,2
M BIKE,2
Cabify Espana,2
POSTO ABU DHABI,2
VIVENDA SILVESTRE,2
ROBSON RENATO VIEIRA,2
ITALIA CENTER,2
PAYPAL *ZAFUL,2
HUGO INFORMATICA,2
SEMPRE VIVA,2
MEDIA MARKT SANTANDER,2
A CATERING 180,2
DVLA VEHICLE TAX,2
PADARIA ALGO MAIS,2
LUBRI&FILTRA REI DO O,2
FASCINATTO SORVETES SO,2
EXTRA FACIL 2150,2
SP * LIFORME-EU,2
Bonissimo,2
LAYOUT HAIR CABELEIREI,2
NOTINO LETMO,2
REI DO FRIO,2
MINI MERLORENZI LTDA,2
EATALY,2
PAES E DOCES SAN REMO,2
BiscoitoNaKOMBI,2
POSTO MAR AZUL,2
ARAPUKA GASTROBAR,2
99* POP 31Mai 15h02min,2
PRET A MANGER,2
OASIS COMERCIO VAREJIS,2
SAO DIMAS,2
JOAO OKUMA CALDO CANA,2
MERCPAGO    *TOPBAZAR,2
MIL COISAS,2
MR CHENEY COOKIES,2
RADIOLOGIA PANORAMICA,2
SUPERMERCADO COMPER,2
COMERCIO E INDUSTRIA D,2
MC DONALDS CBD,2
MARTA REGINA DE ARAUJO,2
MERCPAGO    *USATECH,2
AcademSalgado,2
DAARA HOTEIS,2
TAO SUSHI LOUNGE,2
99* POP 13Mai 15h52min,2
LinxPay*CONVENIENCIA M,2
PAYPAL *DISCOUNTEBA,2
PEROLA,2
TONI AND GUY,2
PAPELARIA PINTANDO O 7,2
TOP 10 CELULARES,2
MERCPAGO*GLOSSSTORE,2
CONFEITARIA REQUINTE,2
E S  LAS PEDRIZAS,2
FARMACIA UNIPRECO ROCA,2
BICICLET SAO FRANCISCO,2
RayaneRoncatiDeAl,2
NR LAN HOUSE E COMVENI,2
PICPAY *NEVESPAN,2
HOTEL ARTE Y VIDA,2
Salao2Irmao,2
ABIGAIL COFFEE COMPANY,2
MARILENE GOMES ME,2
NEODERME ESTETICA,2
ROGERIO SOUSA AGUIAR,2
ADRIANA ABREU CARVALHO,2
CLIVAN,2
CAL XORIGUER,2
SolangeCristina,2
1000TINHO,2
HORTI SANTO AMARO,2
MarcioRicardo,2
KALUNGA JABAQUARA,2
MASSA FINA,2
ROYAL MAIL REDIRECTION,2
GulodiCia,2
POSTO AVIARIO,2
REGIONAL PHARMACY,2
The Crew,2
MERCEARIA ADONAI,2
SESI FM 919,2
AV WASHINGTON BARCELOS,2
KIOSCO DIEGO,2
FARMACIA ANG LJ 113,2
MilenaMantovaniBu,2
KENNETH DE MATOS ASSIS,2
STELO S.A.*Betinha Sob,2
CENTRAL CHAVEIRO,2
PANVEL MATRIZ,2
LE CREUSET D*400026768,2
ACAI DA PRACAMAIS,2
99* POP 02Mar 20h19min,2
ANDREZA ALVES ALMEIDA,2
BARRACADOHULK,2
AVENIDA ARMANDO LOMBAR,2
MERKA DOCES,2
MERCPAGO*JFOCOMERCIO,2
ELIANE PINHEIRO DA SIL,2
CPF / ITAU / 03,2
LITTLE BAY BAR AND RES,2
EC*LUIZENGELBERT,2
MAC GASTRONOMIA LDTA,2
Drogal,2
PETZ VILA VELHA,2
99* POP 03Jun 00h02min,2
WWW.ZARA.COM,2
Marciodivinoflord,2
MACACHEIRA,2
AV BALTAZAR DE OLIVEIR,2
ACOUGUE FILIPENSE CARN,2
AEROTRIO,2
LFP3,2
Google retroloungelab,2
STELO*JOSE LOPES MO,2
LEO AUTO PECAS,2
"RIPOLL I FILLS, SL",2
MERCPAGO*ENCAPLAST,2
CNBX,2
DREAMS TICKET,2
MADERO CHAMPAGNAT,2
SUPERCENTER TAMBORE 10,2
CARREFOUR EXPRESS H43,2
M. M. SIQUEIRA FILHO E,2
STELO S.A.*CENTRAL SAL,2
Bigshirts,2
QUINTAL FRATELLI,2
99* TOP 05Jun 15h35min,2
REI DAS CASTANHAS,2
PANVEL FILIAL 550,2
HIPER OPA,2
AGEP SOUZA PARTICIPACO,2
SAN GENNARO,2
CN CASES COMERCIO DE A,2
FARMACIA FARMALINE LTD,2
L SOUZA POMPEIA,2
99* POP 31Mar 16h57min,2
YannaLuizTorres,2
SUMUP  *ARMARINHOPOPUL,2
ASTRA SUPERMERCADO,2
AV ENGENHEIRO ABDIAS D,2
MauricyBenito,2
ANA PINHO CAFE BISTRO,2
OFICINA LEAL,2
RESTAURANTE OPEN HOUSE,2
RAIA 389,2
SCHUTZ IGUATEMI,2
RINSO LANCHES,2
RAFAEL DE OLIVEIRA AND,2
VITORIA DA CABUCU,2
R.G.A. DE OLIVEIRA - M,2
DROGASIL 2044,2
COSTA VERDE SERVICOS D,2
101826129,2
MUKLI,2
CARREFOUR OUTLET - CAM,2
NSA SERVICOS ALIMENTIC,2
POSTO PERIMETRAL,2
AL SAFADI RESTAURANT,2
EMPORIO ROYALE,2
MADERO JOINVILLE GARTE,2
RIOTGAM*Riot* AB0UTP4,2
MERCADINHO PIRATININGA,2
LAPORTE S,2
A P MATRIZ,2
LarissaMachadoDaS,2
LIVRO FACIL,2
MERCPAGO    *TADEU,2
AutopostoFamaLtda,2
MC DONALDS GRV,2
POSTO DE SERVICO TIGRE,2
TA3MINI LTD,2
CASA DO PAO DE QUEIJO,2
MEGA GULA COMERCIO DE,2
JOSE RICARDO DE OLIVEI,2
LEROY MERLIN TATUAPE,2
LITORAL SUPERMERCADOS,2
CEU AZUL,2
CLARO FLEX,2
PICPAY *QX9 FILIPEALV,2
99* TAXI 28Mai 15h01mi,2
VIVA BEM RIO 2,2
AGROPECUARIA ESTANCIA,2
PANIF COLINAS DO SOL,2
ATS PNEUS,2
BABETA SANDUBARIA,2
H   M,2
BARTOLOMEU BOTEQUIM DA,2
99* TAXI 06Mar 19h20mi,2
SUPER POSTO J C,2
HAMBURGUERIA E CIA,2
HLE ENTRETENIMENTO,2
ClaudiaTeresinha,2
SHIMABUKURO SHIMABUKUR,2
ROD FERNAO DIAS,2
COSTA MIJAS H,2
SEVEN PIZZARIA,2
LIZARRAN CC MIRAMAR,2
GLOBAL OPERADORA HOTEL,2
EUGENIO ROQUE CAUMO,2
SACOLAO LISBOA,2
POSTO BUCAREIN SHELL,2
COMERCIAL DE ALIMENTOS,2
PANIFICADORA KAROL,2
SUPERMERCADO RODRIGUES,2
MC DONALDS-MFL,2
SUMUP  *DANIELDECASTRO,2
CLIMAGRUP,2
EWS FARMA COMERCIO DE,2
MERCPAGO    *SMILEKID,2
HOSPITALIA,2
AVENIDA DOS FLAMBOYANT,2
LORENA WINDER DE ARAUJ,2
PARKING PORT PROMOCIONES,2
BEIJU TAPIOCARIA,2
FARMAIS,2
EC*PROJETOVERAO,2
EC*FHSTECNOLOGIA,2
POSTO SANTO ANTONIO,2
E VINO      *BR2020474,2
OggiSorvetes,2
JOSIANE OLIVEIRA DA SI,2
EXTRAFARMA MESSEJANA I,2
MARMITEX BEM FEITINHO,2
MrMiniSalgado,2
AnaMariaPinheiro,2
SUPERMERCADO SEMAR,2
CAMILA ROBERTA SCABELL,2
DOM FORNELLO,2
D A MATERIAS PARA CONS,2
DROGASIL 1408,2
FARMACIA DA GENTE,2
MAMMAMIA PARK,2
CANTINHO MINEIRO,2
AUTO POSTO IDEAL,2
PRIME AUTO POSTO-SHELL,2
SUPERMERCADO KACULA LT,2
HodaraRomeroSouza,2
RUA CRUZ ALTA,2
PauloDaSilva,2
POSTO FLORIDIANA,2
MIMOLETTE GARCIA BAR E,2
SUPERMARKET B OESTE FL,2
POSTO MASUT X,2
99* TOP 12Mar 17h39min,2
CASA DAS BOMBAS DE ATI,2
FERRAGENS COLONIAL,2
SPANI  ATACDISTA,2
PANIFICADORA FLORESTA,2
99* POP 19Mai 11h48min,2
BBQ STORE,2
PG NORTESHOPPING COMER,2
BELEZA.COM  *5ea0a8c1c,2
SAO FRANCISCO ACABAMEN,2
COM VAR DE DERV DE PET,2
RAH BARS,2
Wolt Malta Limited,2
CASA PILAO,2
RUA ISRAEL PINHEIRO,2
SUMUP  *MARIOFAGUNDES,2
ASL BANCA,2
DONA DEOLA,2
CasaDeCarnesSanta,2
99* POP 13Jul 17h00min,2
P NUMANCIA,2
GRILLE 53,2
MERCPAGO*SPECIALFOTO,2
R JOSE JAILSON NUNES,2
"RESTALISAL, S.L.",2
C C MORUMBI,2
POSTO AUTOMAR II,2
ESPINDOLA MAT COM,2
ALINE REGINA DA ROSA A,2
PAYPAL *MICHAELKORS,2
PAD E CONF FAJARDO,2
FabianiLittigDeSo,2
DOMINOS PIZZARIA,2
SO TEMPEROS,2
UNIDASUL RISSUL FILIAL,2
"CSB-02, LOTES 01/04",2
PRIO ENERGY,2
FANI FRIOS DELICATESSE,2
BIMC PARK PARA,2
LINHAS E CORES,2
CARNISSERIA CA NAXISCA,2
DROGARIA CARREFOUR - B,2
FRANGO BRASA,2
TIAGO ALVES SANTANA SO,2
MARIAGIRENAALMEID,2
WM MORRISONS STORE,2
THE PLOUGH INN,2
PICPAY      *QV6 THIAG,2
99* TOP 12Mar 16h40min,2
PG          *Atom Trad,2
LABITESTE,2
BRUNOESP*PLAY*SOFTWARE,2
BRUNO TAMIETTI,2
PIZZARIA DIMARE,2
KAGIVA MOTOS,2
RUA 248,2
00491237,2
DY COSMETICOS,2
Amazon Payments,2
HENRIQUE CARVALHO DE J,2
CATALAO C LTDA,2
MEGAIMAGE 0430 R.ELISABET,2
NAGEM,2
RUA SAMUEL HEUSE,2
WWW SQUADHELP COM,2
COSTELA E CIA.,2
EC*MUFFATO,2
KIBE KIBE,2
AUTO CENTER 5000,2
GrisaltESilvaLtda,2
MEDICAL LABORATORY SER,2
ARTURITO,2
99* TAXI 12Mar 09h33mi,2
CAPRICHO'S,2
GILVAN ALBUQUERQUE DE,2
MarceloPereira,2
COM FERRAGENS LG TRE,2
POSTO AVENIDA MARGINAL,2
CHURRASCARIA SENIOR,2
FARM SAO JOAO NOVO HAM,2
FRANGO ASSADO FERNAO D,2
RIO PRETO MONTE DAMHA,2
SAO CAETANO,2
DIA FRANQUIA 9807,2
MERCPAGO    *RESTGUED,2
CORADELLI GIASSI SUL,2
PICPAY *ZX3 PGTOCONTA,2
MR HOPPY MARINGA,2
POSTO AMANHECER,2
BELLAVITA,2
GEIRNEI DOS SANTOS GAR,2
MECANICA FUSAO,2
PIZZARIA DA PRAIA,2
RANCHO DO CUPIM,2
APOSTO CASSANDOCA,2
MSJ REST LANCHES,2
MERCPAGO    *MERCADOB,2
Panificadora,2
SUPER MAXI,2
GOOGLE*NORDEUS,2
ZORBAS MAKARIOU LARNA/EP,2
PANIFICADORA NOVA DIAM,2
FARMACIA SANFARMA,2
AZ FARMA,2
JCS BRASIL,2
TIENDA PARQUE MIRAMAR,2
"RUA BEIJUPIRA, SN",2
RAIA 354,2
PP*5067CODE,2
POSTO GRANDE PARADA LT,2
LA DESPENSA,2
POSTO 67 DA FERNAO,2
LABORATORIO TOMMASI,2
CasaraoDoEdil,2
THE BODY SHOP,2
"NETCO INVESMENT, S.L.",2
MONS MELLIS,2
PISTTACHE,2
ESSO MRH COBHAM,2
RI HAPPY BRINQUEDOS,2
CASSIO HORTFRUT,2
SUMUP*OGABMULLER,2
QUIACO,2
MERCADO SOL E MAR,2
MERCPAGO    *JUNINHO,2
JULIO,2
SELVA STORE,2
ABASTECEDORA DE COMBUS,2
IPIRANGA,2
99* POP 23Mai 22h32min,2
NESPRESSO E-COMMER,2
KOSHO,2
RAIA 2078,2
COBASI EXTRA ABOLICAOC,2
MERCADINHO DA VILA,2
00491744,2
WORLD BIKES PC,2
EC*LOGOTIPO,2
MERCPAGO*OVERLORD,2
Google Domains,2
PAYPAL *GIVINGFNDUK,2
PADARIA RIO BRANCO,2
BARCELONA AUTOMOTIVOS,2
SAMPA CAFE,2
MURO ALTO CONVENIENCIA,2
PURA TAPA,2
BC SERVICOS,2
RodrigoAlves,2
99* TOP 31Mar 11h58min,2
TAVAREDE AUTO POSTO LT,2
LUCELIA BRANCO SANTOS,2
POSTO BUFALO,2
PUREZA 12,2
DrogameloMais,2
PauloRobertoPerko,2
MA FASHION,2
W M MORRISON STORE,2
LEROY MERLIN CURITIBA,2
DELACREM,2
PUB SOLUTIONS (SOUTH W,2
CAFE MOINHO EXTRA RICA,2
CONVENIENCIA TROPICALI,2
24 HORAS Z SHOP,2
EKO,2
FFF COMERCIO DE ALIMEN,2
SUMUP*Padaria e Lan,2
PADARIA 5 ESQUINAS,2
SuisseBrownie,2
FRANCISCO O LOPES,2
PINGO DOCE PORTO DE,2
DECATHLON ELCHE,2
MERCPAGO    *MARAVILH,2
MERCADO 3F,2
LETICIA BRAGA DA ROSA,2
RESTAURANTE ALMA,2
Classique,2
IGUATEMI 365,2
INOVATHI,2
CB ANHEMBI COMERCIO DE,2
MILANO COMERCIO VAREJI,2
DROGARIA REBECA,2
GUSTAVO AUGUSTO SILVA,2
MILIUM 06,2
FARMAIS DROGARIA,2
MC DONALDS CAI,2
POSTO AVENIDA SHOP,2
PP*3377CODE,2
PAG         *Eduzz,2
POSTOS ERNESTAO,2
ATM-0035,2
RECANTO DOS FRIOS,2
99* POP 28Abr 19h19min,2
nacumbuca,2
IKEA PORTUGAL MOVEIS E DE,2
CARTEL DA BARBA,2
TCHILIS,2
RESTAURANTE RENATA,2
99* TAXI 19Mar 11h53mi,2
PP*6888CODE,2
PG          *JusBrasil,2
MERCPAGO    *EDIMARDA,2
RACOES E PAPELARIA,2
Hamburgueria,2
JPAVANI,2
99* POP 19Mai 12h41min,2
DIRETO DO CAMPO,2
EDINEIA APARECIDA GELI,2
E.S. MOVIL S.A.,2
LA REDOUTE,2
CASA DE CARNE BOI BOM,2
DROGARIAS NISSEI 193,2
PICPAY *UU5 MARCELOME,2
INFOCELL VR,2
PICPAY      *OBaraoBar,2
DROG SAO PAU,2
PAYPAL *USM GMBH,2
COMPRE BEM GUARATINGUE,2
MERCADO IRMAOS SOUZA,2
JuliaMariaVasconc,2
ALMEIDA ROCHA PRAIA GR,2
VILA DAS FRUTAS GUATAS,2
MERCPAGO    *ACOUGUEK,2
FARMAVIDA COLONIA,2
CARMO MAGAZINE,2
ACAITERIA,2
BANGGOODCOM,2
UPFIT GYM,2
PR PARAFUSOS,2
ESTRADA DO CAMPO LIMPO,2
AMUSE BOUCHE,2
RobertaGinezDe,2
AUTO POSTO NOVENTA,2
PADARIA,2
RAIA 1932,2
TIC POSTO V,2
PICPAY *WX8 UBERPREPA,2
LPQBR RESTAURANTES E P,2
LINA COELHO,2
ESTRADA SANTA EFIGENIA,2
CHURRASCARIA R SUL,2
RICARDO LUIS BREGOLI,2
99* POP 03Jun 03h09min,2
SergioDeToledo,2
PAYGOCHURROS E CREPES,2
DROGARIA MAIS BARATO,2
AUTO POSTO COLONIAL,2
DIANA NEVES MOTTA DA S,2
AMPHORA LTDA,2
FARMACIA INDIANA,2
KALUNGA.COM,2
LeonardoNanciSilv,2
MERCPAGO*WFOOD,2
ReynaldoGomesKraf,2
SmartRevistariaE,2
CASA DOS PARAFUSOS,2
BrunaDeFreitas,2
ATM-0007,2
POSTO GAS ANHANGUERA,2
JosePauloDe,2
ANTONIO DE JESUS VERDE,2
DIA BRASIL LJ 1081,2
PRESTINARIA CASA DOS P,2
NTC 472 FARMACIA DE MA,2
VANESCA LIMA DE OLIVEI,2
MERCPAGO    *MOAHREST,2
JOELDO DE AZEVEDO OLIV,2
RUA RINCAO,2
BIG X,2
MUSE MODAS,2
UNIAO CENTRAL DA IGREJ,2
DROPBOX*R3HKYVPYKRVG,2
AUTO POSTO FLOR DO VER,2
PETRO ACALANTO,2
CASA DE CARNE JM,2
LIVRARIA DIENSTMANN,2
DR BURGER VN,2
AUTO POSTO VITORIA DE,2
INOVA SENSORES,2
ARAPUKA BAR,2
PADARIA TULIPAS,2
PANIF E CHOQUITO VAR,2
SUPER VAIDOSA,2
HOTEL MELIA SOLYNIEVE,2
MercadoAlissan,2
MUNDO DO PAO CONFEITAR,2
MC DONALDS CB2,2
AndreCarlosRoque,2
COOP-5483 ZUG KARMA,2
GSTW G E ADMINISTRACAO,2
ThalitaMoreira,2
SABOR CAICARA,2
NOVA CHURRASCARIA ROSA,2
MIA AND MI,2
SERAFINA JK,2
A.C.ROTAVA E ROTAVA LT,2
OZMEN EXTRA,2
RESTAURANTE DO ALEMAO,2
COMERCIO DE ARMAS,2
POSTO G D,2
VERTIC OUTDOOR SL,2
BERSHKA,2
CAIS DO RECIFE PARTICI,2
EmiliaBorges,2
RESENDE,2
PLASTICENTRO,2
SAM S CLUB CONTAGEM,2
RUA PROFESSOR ALVARO J,2
MERCPAGO    *MHM,2
BURE PROD. BR.5,2
VICTOR AUTO PECAS,2
SUPERMERCADO DIASVILLE,2
GISELE DE LIMA HORTIFR,2
POSH PARTY,2
TESCO STORES 3484,2
POSTO MILENA,2
GBARBOSA,2
LONDON EYE,2
PAES E DOCES BRASILIA,2
PROMESSAS ESTETICAS AU,2
ESTAPAR AERO GALEAO,2
MERCPAGO    *ACAI2MS,2
TARTINE RESTAURANT,2
GORDINO RESTAURANTE E,2
MERCADO MELHOR PRECO,2
MatheusRechDa,2
M APARECIDA DE SOUZA,2
VIVIANE PINHEIRO RODRI,2
PG          *Sanavita,2
MERCPAGO*WISHENTRETEN,2
DECATHLON LOS BARRIOS,2
Rock Hotel  - HOTEL,2
MESON BOTAVINO,2
MEGAMATTE BARRA LIFE,2
DOUTOR PHARMA DROGARIA,2
RemarComercio,2
PICPAY      *ZM1 PGTOC,2
TESCO PAYAT PUMP 4167,2
A K MUSIC GROUP IKE,2
SUPERDRUG STORES PLC,2
PANTOJA SUPERMERCADO,2
CHEN'S GARTEN,2
MINI LOJA DANIMAR,2
IGREJA ADVEN,2
R B EMPREENDIMENTOS,2
REMEX NOVO HAMBURGO,2
PORTO BIKE,2
RAMALHO BATATA,2
RACER AUTO POSTO LTDA,2
RUA CARLOS PALUT,2
POSTO TACOMA,2
DOOG,2
LOJA BEM BARATO,2
LOJA DO PAO E SIA,2
LinxPay*DROGARIA ALIAN,2
RUA NOSSA SENHORA MAE,2
SUPERCENTER GOIANIA 10,2
MANISH PATIO BATEL,2
BRUTTUS BURGUER,2
MERCADO BELENZIER,2
POSTO WENDLING,2
POSTO ESTRELA,2
PW SUL BR LTDA ME,2
FARMACIA CAMPECHE,2
BoloAoFornoECia,2
TABACARIA SMOOK HOUSE,2
AGROMEDEIROS VR,2
RENATAANDRADE,2
MED FARMA,2
LOJAS AMERICANAS  1153,2
ACAI NA PRACA BV,2
PANIFICADORA PAO GOSTO,2
BRASA BURGER,2
MEDPREV - AD*MEDPREV,2
REST VELHO RANCHO,2
CASA DE CHA VOVO PALMI,2
HOTEL PORTO DI MARE,2
MERCPAGO    *URBANOPM,2
NALEPA E MACHADO LTDA,2
DROGASIL 1866,2
AGROPECUARIA VOESE LTD,2
LUIZ ALBERTO ROCHA DE,2
SheilaHenckemaier,2
GIOVANNI BARBOSA PILAN,2
AUTO POSTO TORRES,2
MERCPAGO*DJSULIMPORTAC,2
FOODSAVER MORE FOR LESS,2
BAR DO DECA,2
NS APARECIDA COMERCIO,2
BarERestaurante,2
FARMA CHRONA,2
CLINICA EVAS,2
MURIAE,2
BURGER KING JOINVILLE,2
Flordelotus,2
RONDOBRAS AUTO PECAS,2
BOTIGA CA'N FRANCO,2
SUSHI N ROLL,2
CONFEITARIA JAUENSE,2
GALETO DOURADO,2
HORTIFRUTI BIENAL 2.0,2
COMBUSTIVEIS VALVIC,2
BON MARCHE,2
AMORIKO - CENTRO,2
CASA DE CARNE BOTTINI,2
CARREFOUR ELCHE,2
DROG ARAUJO LOJA 41,2
SUPERCAMPOS,2
LAVAJATODOEDY,2
RECARGA*BANCO ORIGI,2
KiosqueDaNan,2
SUSHI REAL,2
MERCADINHO BARREIRAS,2
POSTO DONA FRANCISCA,2
Adriano305,2
CONTORNO EMBALAGENS,2
POSTOFREEWAY RECREIO,2
DROGASIL 1047,2
TESCO PAYAT PUMP 3700,2
ZARA BRASIL 7100,2
M C S ABREU MERCEARIA,2
GRANIER BALMES,2
GAUCHAO GRILL,2
MERCPAGO*INFOARTIS,2
SUPER LANCHES,2
O BONECO PIZZA E REST,2
STARBUCKS CC.MIRAMAR,2
POSTO JACARE,2
SUPERMERCADO BELLADORA,2
COMETA,2
HT Gabriel floriani -,2
AVENIDA TANCREDO DE AL,2
SVPR COMERCIAL DE EMBA,2
QUEIJOS DIVINO S,2
RAQUEL GAS E AGUA,2
CAKE MINAS,2
LIDER NORTE COMERCIO D,2
MINI MERCADO OCEANICO,2
SCREWFIX DIRETC,2
99* TOP 24Abr 15h00min,2
RUA 73,2
SHELL PAPADOPOUL,2
99* TAXI 10Mar 14h59mi,2
PORTU BRASIL,2
CrepesLevelmo,2
ABM GOURMET RESTAURANT,2
99* TOP 06Jul 16h03min,2
G E C,2
MC DONALDS  AYR,2
CIA DA SAUDE,2
J C L DA SILVA ME,2
AUTO P M MONTEIRO,2
MF RESTAURANTE,2
JPAVANI SUPERMERCADOS,2
COMPRE SEMPRE,2
PPRO*Adobe,2
SUMUP*Top Hotdog,2
ACQ*Coisas da Rocas e,2
PADARIA NOVE DE JULHO,2
WORKSHOP COFFEE,2
MANA PANIFICADORA,2
CENTER LESTE VIDROS 2,2
000000995,2
DEMERGE BRAS*MyFamilyC,2
SIMPLE_CARACTERS_BAZAA,2
SIDIMAR BATISTA 080193,2
KIOSKOP BIANCA,2
HOTMART ClubeSaudavel,2
QUALIERVAS,2
SERASA,2
AUTO POSTO FLM LTDA,2
ESQUINAO DA PIZZA,2
COMERCIAL DRUGSTORE LT,2
Magazine Luiza MAGAZIN,2
RIOT STORE,2
TRENTIN E CIA LTDA,2
99* TAXI 30Mar 19h40mi,2
CENTERLAR COMERCIO DE,2
SUELI OLGA PEDRINI ME,2
MatheusPereiraMar,2
PAO DE ACUCAR 2465 -,2
RAIA 260,2
AgDigital,2
HAI SUSHI,2
TORRES PIZZARIA,2
CIOTTO E FERRO LTDA.,2
NICE EXPERIENCE,2
C.F.C FENIX,2
macmorro,2
LOJAS AMERICANAS   567,2
CIAMACAE,2
CHURRASCO FAMILIA GRIL,2
DEMAC PRODUTOS FARMACE,2
SUPERMERCADO BINAXAL,2
PA  SUPERMERCADO,2
TRUQUES DA VOVO,2
JOSIKELSON TRAJANO GOM,2
99* POP 16Abr 19h22min,2
MERCPAGO    *GLENIOCA,2
AUTO POSTO ESTACAO LTD,2
RUA 1520,2
LOJAS LIVIA,2
PAYPAL *GOOGLE GOOGLE S,2
WASSER,2
MAGALU COM*MAGAZINELUI,2
HAVAN LOJAS DE DEPARTA,2
Lulu,2
FLOR DE OLARIA MERCEAR,2
HIAE IBIRAPUERA,2
VILA FARMA,2
BARBOSAO EXTRA SUPERME,2
QUADRA 1 LOTE 9 LOJA 1,2
DROGARIA GAMBOENSE,2
B A INTERNET SALES,2
MMVARIEDADES,2
DAP CONVENIENCIA LTDA,2
PADARIA IDEAL,2
ELIDIO BAR,2
CARREFOUR TRVJA,2
JEAN KLEBER PEREIRA BA,2
